e	124779
af	76557
asia	75724
kabul	75642
ye	54932
p	32605
ppl	30595
t	20655
h	19546
i	17715
ghar	16561
darah	15340
koh	14142
kōh	12991
mt	12866
jar	12657
qal	12488
stmi	11811
kohe	9710
sar	9054
gora	8715
ah	7355
band	6962
kuh	6689
kūh	6662
kwh	6428
کوه	6132
sang	5696
darreh	4828
kalay	4639
de	4412
s	4383
dasht	4354
deh	4081
khel	3913
khan	3904
khēl	3899
karez	3741
shēlah	3699
shelah	3607
darya	3336
kārēz	3230
eh	3229
a	3178
ziarat	3153
غر	3116
kêlay	3084
kelay	3069
chashmah	3037
khān	3033
zīārat	2981
dahan	2912
naw	2816
darrah	2694
qol	2685
now	2656
جر	2644
qōl	2630
chah	2613
mandeh	2597
ab	2522
kotal	2485
shah	2477
kala	2445
surkh	2429
khwar	2428
jr	2402
shaylah	2343
stm	2339
ghr	2319
bala	2275
l	2263
درۀ	2236
baba	2210
pushtah	2197
gory	2173
khwājah	2165
khwajah	2157
kalā	2092
māndêh	2057
kheyl	2029
dê	2018
siyah	2004
khwaṟ	2000
chāh	1997
siyāh	1997
دره	1976
kōtal	1916
سر	1900
muhammad	1887
āb	1850
ali	1840
nāw	1825
daryā	1823
shāh	1823
jare	1822
gul	1808
muḩammad	1780
drh	1773
خېل	1673
bābā	1669
bālā	1653
qaryah	1639
kowtal	1604
darrahe	1586
kariz	1581
ghundey	1580
kārīz	1548
pass	1545
sr	1541
mulla	1509
rod	1481
کارېز	1478
کلی	1462
shrn	1447
قلعه	1443
بند	1426
lcty	1408
siah	1380
sīāh	1358
قول	1351
mullā	1312
alī	1301
bagh	1295
sela	1292
rōd	1288
zard	1278
bnd	1257
haji	1246
in	1240
hll	1237
سنگ	1227
syah	1219
pa	1219
خان	1218
qowl	1218
ī	1216
īn	1197
kly	1194
say	1186
pā	1183
شېله	1174
خواجه	1167
mohammad	1163
qwl	1150
ghunḏêy	1145
sayyid	1118
د	1096
كوه	1092
cheshmeh	1072
tapah	1066
mts	1045
tangay	1041
مانده	1038
ghaṟ	1031
mandah	1028
mir	1027
pplq	1024
sng	1019
seh	1010
poshteh	1009
safed	999
chahar	995
māndah	985
bayd	976
chahār	975
khvajeh	966
zyart	965
bāgh	963
محمد	963
kham	962
qarah	961
tangi	960
khak	952
khvājeh	947
ده	947
cnlsb	940
sabz	936
ḏaṟṟahe	931
rud	928
khwaja	927
bar	923
khushk	909
khwajh	904
joy	900
jōy	897
ḩājī	888
rūd	886
shakh	879
سیاه	878
کوتل	872
زیارت	871
khānah	865
mīr	863
khanah	858
kamar	856
khwāja	855
kwtl	853
kalan	850
khar	844
sāy	843
nāwah	838
خيل	831
srah	828
nawah	827
khyl	826
wa	822
pln	818
شاه	812
abdul	796
moḩammad	791
dh	789
mazar	786
qaryeh	785
bande	783
jan	783
kāṟēz	781
šēla	779
pay	765
shaykh	760
kalān	757
دشت	754
loy	744
خوړ	741
safēd	741
رود	739
aw	739
mandh	738
tangī	736
ḏaṟṟah	735
takht	735
chīnah	734
pk	729
nikeh	720
taygh	714
نو	714
chinah	713
sare	708
چاه	703
abad	697
آب	694
dahān	693
khāk	692
pusta	690
wll	687
algad	678
abd	672
omar	671
سرخ	664
algaḏ	657
tal	656
kar	654
jaṟe	652
spng	652
reg	650
ناو	648
sufla	646
das	644
sorkh	644
dsht	642
mazār	642
katah	638
قلعۀ	632
lgad	631
shor	629
rah	629
lōy	629
شيلۀ	628
val	618
mhmd	618
rwd	617
کلا	614
casma	614
pereval	611
chihil	611
tor	610
nawer	602
d	602
safayd	601
بابا	598
jān	597
murdah	596
khulah	589
آباد	588
sur	582
ḏe	582
pplx	582
rabat	581
kotale	575
kuhnah	575
kaj	573
paytow	573
علی	573
wali	570
ملا	566
kyariz	561
nw	561
pāy	550
ruin	549
ulya	549
spīn	548
غنډۍ	544
sūr	541
khūlah	541
shākh	541
بالا	540
mānḏeh	539
qole	538
srkh	538
qlʿh	538
kla	537
top	537
baydak	537
gad	536
ulyā	535
spin	534
dahane	533
pul	528
alam	527
shahr	523
nawe	523
shōr	520
jangal	519
حاجی	519
ya	517
rdge	516
z	512
lar	508
dast	507
bulaq	504
tōr	504
bay	503
pas	503
tah	502
zar	498
تنگی	496
چشمۀ	495
ma	495
rēg	494
ahmad	494
kot	493
tōp	492
hasan	490
гора	487
gardan	486
zyarat	482
agha	482
tappeh	481
dara	473
step	472
kharah	470
ar	470
adm	467
sher	466
molla	465
mollā	464
qala	462
būlāq	462
mirza	460
nāwêr	459
kandah	459
rabāţ	457
jwy	455
kushtah	453
qarya	453
slp	453
rāh	451
گل	449
bum	444
ghal	442
tngy	441
pir	441
sahib	439
gaw	435
خانه	432
nayak	432
چهار	430
gar	429
qishlāq	427
surkhak	425
malik	424
būm	422
qishlaq	421
ḩasan	421
khushkak	421
dakhani	418
du	418
din	415
şāḩib	415
aḩmad	415
galah	413
shēr	412
پشتۀ	411
sari	409
daste	408
باغ	406
kaftar	406
جوی	405
nay	403
bad	401
shin	399
قريۀ	399
sange	399
dīn	398
seyyed	397
takh	395
sangar	395
rayg	394
tagab	391
razvaliny	391
qōle	390
āw	389
hajji	385
naray	384
gol	383
mla	382
sultan	382
چشمه	380
pīr	380
aq	379
la	379
khanh	375
biland	375
دهن	375
dū	375
shamali	374
garm	370
āghā	367
howz	367
rode	366
kol	366
do	366
tagāb	365
chhar	365
banḏe	364
kats	364
پائین	364
tsāh	364
area	362
ḩowẕ	362
walī	362
sokhtah	362
jow	361
sōkhtah	360
chap	358
kal	356
yayi	356
tsah	355
naz	354
yak	354
dhn	354
gardanah	354
ud	353
sangi	353
suflá	352
ḩājjī	352
دهان	351
sa	350
kalayi	350
gazak	349
mian	348
zyāṟat	343
nawa	343
wech	341
mīrzā	340
bāy	339
shayr	339
gl	338
kareze	338
sangak	337
yakah	336
hajy	336
dowlat	336
qizil	334
kōṯ	332
shīn	331
زيارت	331
maktab	330
landay	330
saheb	329
dhan	328
pōzah	328
ghār	327
kōtale	327
qash	327
dar	326
nīkêh	325
kholah	325
saṟe	325
pozah	324
musa	323
chshmh	322
سفېد	321
wadi	320
khoshk	320
mīān	319
سای	318
beg	317
nahr	316
kuchnay	316
ghulam	315
nāwa	313
dašt	312
tapa	312
khola	312
ghāl	312
masjid	312
ghulām	311
payyn	309
gāw	308
sheykh	308
arab	308
tut	307
bēg	303
cina	303
ol	302
dryay	302
kor	302
qaṟya	301
daraz	299
tūt	299
ḏahane	297
gird	296
pušta	296
تپه	295
nur	295
asya	294
langar	294
pusht	293
talah	292
wêch	292
qareh	290
va	289
nazar	289
panj	289
od	288
kōl	286
ppla	282
ghūnḏey	282
zyarate	280
gazi	280
تور	279
gandah	279
ta	277
cahe	277
dashtah	277
شور	277
mīānah	277
لگډ	276
mianah	276
زرد	274
quduq	274
sah	271
sulţān	271
urochishche	271
abdullah	270
sabzak	270
kul	269
tay	269
qarkh	269
karam	268
جان	268
tash	267
shamālī	267
chaman	267
mūsá	267
nayk	266
tph	265
لوی	264
sefid	264
sarak	264
lgaḏ	263
barik	263
nūr	263
faqir	263
čašma	262
دریای	262
سياه	262
petaw	262
صاحب	261
دو	261
سور	260
shylh	260
ja	260
sefīd	260
mar	260
خاک	258
akhund	256
رباط	255
