a	598
d	432
b	426
c	397
e	388
f	369
g	362
h	299
i	282
j	259
aa	228
k	212
ab	199
n	185
da	181
l	181
ba	177
ac	168
m	167
o	164
ea	156
ca	153
p	150
ad	148
ae	147
bb	147
cb	139
bc	136
fa	135
ag	134
af	134
ai	134
ga	134
bd	127
dc	126
ah	126
db	122
be	119
cc	116
eb	114
ia	113
gd	113
ha	112
gb	109
bf	109
fb	107
ce	107
cd	106
fc	105
ec	103
r	103
bi	102
df	101
hb	101
bg	100
aj	100
ee	99
s	99
fd	98
ja	98
q	97
eg	96
fg	95
jb	93
cg	92
ff	92
cf	92
ef	90
ch	90
fe	90
gc	89
dd	89
gh	87
id	87
ge	86
dh	86
ib	86
he	83
dg	82
ak	82
ic	82
ie	82
bh	82
ed	82
gf	81
je	81
fi	81
hc	81
ei	80
di	80
ci	80
hg	79
de	78
eh	76
fh	76
hf	74
gg	73
ej	73
hh	72
oa	72
hd	72
t	71
la	71
jc	71
ig	70
kb	69
bk	69
al	68
ma	68
gi	66
dj	66
gj	65
am	64
if	64
lb	62
ao	61
pa	61
na	61
ka	60
bj	59
fj	59
hi	59
bl	59
el	59
bo	58
jg	58
jh	57
jd	57
nb	57
hj	57
cj	57
kd	55
kc	55
v	55
jf	54
ih	53
le	53
an	53
oe	53
kf	53
eo	52
lc	51
oc	50
ck	50
ob	50
dl	50
dn	49
u	49
ke	49
ii	49
qa	49
fk	49
bm	49
fm	48
ij	47
dm	47
ne	47
ld	47
ji	46
dk	46
gm	46
ap	46
ar	45
lg	45
pe	45
kg	45
aq	44
pd	44
br	44
co	44
pc	44
as	44
cm	44
cl	44
mg	44
hk	44
bp	44
ik	43
bn	43
mf	43
ek	42
sa	42
cn	42
nc	42
od	41
ki	41
me	41
mc	41
nf	41
md	41
fl	41
bq	40
bs	40
fn	40
li	40
gk	39
of	39
og	39
oi	39
nd	38
mi	38
go	38
aaa	37
pb	37
jj	37
ph	37
en	37
ng	36
hm	36
ra	36
pi	36
lf	36
do	36
eq	35
mb	35
lh	35
cq	34
ua	34
