m	5032
g	4939
k	4928
q	4925
h	4914
x	4912
w	4899
t	4896
n	4892
i	4859
j	4841
d	4837
c	4831
p	4818
a	4798
z	4791
f	4788
r	4780
s	4772
u	4772
b	4772
y	4764
o	4752
e	4738
l	4704
v	4690
db	124
zf	122
jc	121
jw	120
hu	119
vi	119
jn	117
ck	117
jd	116
pi	115
gg	115
dg	115
qq	114
on	114
ot	113
xr	113
dx	112
tg	112
pv	112
hm	112
gv	112
vg	112
nr	111
wj	111
kb	111
jl	111
lq	111
ei	110
bk	110
ii	110
ok	110
jx	110
cj	110
po	109
ph	109
xq	109
dy	109
fk	109
ql	108
hv	108
mp	108
qm	108
si	108
ap	108
sr	108
rt	108
lm	107
ks	107
dp	107
uo	107
wi	107
hr	107
ch	107
xs	106
xa	106
rz	106
at	106
bm	106
zr	106
ip	106
hs	106
oo	106
hb	106
pq	105
yt	105
kw	105
gj	105
lu	105
kc	105
fw	105
em	105
ad	105
xf	105
sb	105
jz	105
hf	105
uy	104
vv	104
nj	104
qu	104
mf	104
ds	104
bj	104
jp	104
cf	104
gp	104
fy	104
wz	104
fn	103
kv	103
eh	103
ys	103
dm	103
jm	103
gi	103
ih	103
vp	103
gm	103
oz	103
tf	103
iz	103
ah	103
iy	102
nz	102
fu	102
ms	102
ze	102
rs	102
wk	102
qs	102
xy	102
ku	102
tl	102
fi	102
vr	102
ua	102
nm	102
eu	102
dw	102
zx	102
mn	102
mg	102
cz	102
wl	102
oc	102
mc	102
zv	102
ka	102
il	102
vy	101
hy	101
yl	101
nd	101
mb	101
rl	101
uk	101
cb	101
eq	101
ou	101
fm	101
yv	101
eo	101
ab	101
md	100
we	100
lt	100
qg	100
rf	100
vk	100
qd	100
bw	100
tc	100
la	100
iu	100
ex	100
al	100
dj	100
ik	100
bl	100
dk	100
tr	100
qn	100
lx	99
sq	99
ta	99
es	99
bt	99
fp	99
ox	99
gu	99
vj	99
cp	99
xw	99
xb	99
ng	99
uj	99
er	99
xu	98
pf	98
vd	98
oq	98
de	98
ee	98
bc	98
pj	98
xv	98
in	98
oy	98
zc	98
ri	98
yy	98
xh	98
ki	98
fa	98
wn	98
rb	98
iw	98
wx	98
un	98
yb	97
sf	97
lo	97
vz	97
ui	97
gy	97
hl	97
gs	97
vh	97
wt	97
cs	97
pk	97
sz	97
ne	97
fr	97
su	97
uw	97
di	97
px	97
ae	97
no	97
km	97
cw	97
xm	97
mh	97
pm	97
vx	96
wu	96
ma	96
ak	96
bd	96
vf	96
tq	96
he	96
gf	96
yd	96
ig	96
kx	96
gz	96
om	96
sm	96
lp	96
pb	96
br	96
sv	96
qk	96
ws	96
mk	96
bi	96
pw	96
wb	96
uh	95
ur	95
gr	95
rd	95
fc	95
uz	95
